Kennametal Global Cybersecurity Head,"['https://in.linkedin.com/in/roufus-varghese-4619447', 'https://in.linkedin.com/in/saravanakumar-avinashiappan-0b252523', 'https://in.linkedin.com/in/anupriya-garg-b1648514', 'https://in.linkedin.com/in/ashish-aaseri-074294150?trk=public_profile_browsemap_profile-result-card_result-card_full-click', 'https://in.linkedin.com/in/suganth-prasad-70750413']"
Kennametal Global Customer Experience Head,['https://in.linkedin.com/in/brundhabhan-m-s-6920b215']
Kennametal Global GenAI Head,"['https://in.linkedin.com/in/nagendradevineni', 'https://in.linkedin.com/in/akshay-kulkarni-bb251473', 'https://in.linkedin.com/in/gowtham-ta-2612a81a2', 'https://in.linkedin.com/in/ankitsawa']"
Kennametal Global Analytics Head,"['https://in.linkedin.com/in/chandra-mohan-madugula-pmp-csm-9698b06', 'https://in.linkedin.com/in/samir-tamhane-8bb28611', 'https://in.linkedin.com/in/nagendradevineni', 'https://in.linkedin.com/in/shasangka-sinha-4274647', 'https://in.linkedin.com/in/gopal-narasimha-30227517']"
Kennametal Global Data Science Head,"['https://in.linkedin.com/in/ankitsawa', 'https://in.linkedin.com/in/brundhabhan-m-s-6920b215', 'https://in.linkedin.com/in/prabin-a-6a88b593', 'https://in.linkedin.com/in/anupriya-garg-b1648514', 'https://in.linkedin.com/in/chandra-mohan-madugula-pmp-csm-9698b06']"
Kennametal Global RPA Head,"['https://in.linkedin.com/in/gopal-narasimha-30227517', 'https://in.linkedin.com/in/prashant-shetty-260aa47', 'https://in.linkedin.com/in/sujitha-kollipara-95764a235?trk=public_profile_browsemap', 'https://in.linkedin.com/in/prashant-shetty-1a4a212a7', 'https://in.linkedin.com/in/vikram-mishra-sourcing-procurement-leader']"
Kennametal Global DevOps Head,"['https://in.linkedin.com/in/chandanengineer', 'https://in.linkedin.com/in/swastika-mukherjee', 'https://in.linkedin.com/in/ashok-kumar-a2634521', 'https://in.linkedin.com/in/ravi-shankaranarayana-0217a083', 'https://in.linkedin.com/in/gowtham-ta-2612a81a2']"
Kennametal Global CRM Head,"['https://in.linkedin.com/in/gopal-narasimha-30227517', 'https://in.linkedin.com/in/chandanengineer', 'https://in.linkedin.com/in/naveen-kumar-krishnappa-ab19b71b', 'https://in.linkedin.com/in/abhijitsingh16', 'https://in.linkedin.com/in/srinivasan-s-aa1a0618']"
Kennametal Global Software Engineering Head,"['https://in.linkedin.com/in/nandakumar-c-731544a', 'https://in.linkedin.com/in/shashidhar-kotian-98491220', 'https://in.linkedin.com/in/sreekanth-s-1704153b', 'https://in.linkedin.com/in/brundhabhan-m-s-6920b215', 'https://in.linkedin.com/in/suresh-kumar-manickavasagam-83526867']"
Kennametal Global Plant Head,"['https://in.linkedin.com/in/naveen-gowda-a7266864', 'https://in.linkedin.com/in/naveen-gowda-a7266864', 'https://in.linkedin.com/in/naveen-gowda-a7266864', 'https://in.linkedin.com/in/ganesh-khapare-736a88144', 'https://in.linkedin.com/in/naveen-gowda-a7266864']"
Kennametal Global Manufacturing Head,"['https://in.linkedin.com/in/naveen-gowda-a7266864', 'https://in.linkedin.com/company/kennametal/']"
Kennametal Global GBS Head,"['https://in.linkedin.com/in/kalyan-kumar-ba08b57b', 'https://in.linkedin.com/in/pradeep-bharadwaja-62847018', 'https://in.linkedin.com/in/girish-kohli-mcips-mbb-1911984', 'https://in.linkedin.com/in/gbs-vara-prasad-58564817', 'https://in.linkedin.com/in/s-krishna-chander-93586aa']"
Kennametal Global Innovation Head,"['https://in.linkedin.com/company/kennametal/', 'https://in.linkedin.com/in/brundhabhan-m-s-6920b215']"
Kennametal Global Application Development Head,"['https://in.linkedin.com/in/suresh-kumar-manickavasagam-83526867', 'https://in.linkedin.com/in/chandanengineer', 'https://in.linkedin.com/in/nandakumar-c-731544a', 'https://in.linkedin.com/in/rajashekarvenkat824525b', 'https://in.linkedin.com/in/sreekanth-s-1704153b']"
Kennametal Global Offshoring Head,"['https://in.linkedin.com/in/prakashan-manikoth', 'https://in.linkedin.com/in/thanga-jawahar-kalidoss-312b6523', 'https://in.linkedin.com/in/rohit-chadha-51641840', 'https://in.linkedin.com/in/pavandesai', 'https://in.linkedin.com/in/pradeep-selvaraj-862b1753']"
Kennametal Global ESG Head,"['https://in.linkedin.com/in/sadiksaheb-badiger-59ba3871', 'https://in.linkedin.com/in/ajay-gowda-b-m-01566a132', 'https://in.linkedin.com/in/esg-ganesh-a47b93162', 'https://in.linkedin.com/in/shasangka-sinha-4274647']"
Ericsson Software Global GCC Head,"['https://in.linkedin.com/in/lotta-karlsson-boman-04abb68', 'https://in.linkedin.com/in/ranjit-sinha-a0521185', 'https://in.linkedin.com/in/rajesh-gupta-37981213', 'https://in.linkedin.com/in/sharadsrivastava25']"
Ericsson Software Global GIC Head,"['https://in.linkedin.com/in/ranjan-sarkar-09a3ab15', 'https://in.linkedin.com/in/paromita-ghosh-2562ba31', 'https://in.linkedin.com/in/shailesh-tewari-b9054968', 'https://in.linkedin.com/in/gautam-kumar-85b9733', 'https://in.linkedin.com/in/rayanirban']"
Ericsson Software Global Global Development Centre Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/bhavneesh-tyagi-3023445', 'https://in.linkedin.com/in/mppradeep', 'https://in.linkedin.com/in/arvind-gupta-45088a27', 'https://in.linkedin.com/in/danish-afroz-7360a8245']"
Ericsson Software Global Country Head,"['https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/ravicha', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/dr-arup-kumar-das-phd-08529b6']"
Ericsson Software Global Site Head,"['https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/arvind-gupta-45088a27', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/girish-hc-9747517', 'https://in.linkedin.com/company/ericsson-software?trk=ppro_cprof']"
Ericsson Software Global Centre Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/mppradeep', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/arvind-gupta-45088a27', 'https://in.linkedin.com/in/rajesh-gupta-37981213']"
Ericsson Software Global CTO,[]
Ericsson Software Global Talent Acquistion Head,"['https://in.linkedin.com/in/manav-chhabra-48a84a39', 'https://in.linkedin.com/in/abulfaizkhan', 'https://in.linkedin.com/in/dheerajmodi', 'https://in.linkedin.com/in/ayushi-bhushan-2408', 'https://in.linkedin.com/in/prafulladeori']"
Ericsson Software Global Offshoring Head,"['https://in.linkedin.com/in/subhankarchandrapaul', 'https://in.linkedin.com/in/deepak-bhardwaj-202976a', 'https://in.linkedin.com/in/dineshdil', 'https://in.linkedin.com/in/pdang', 'https://in.linkedin.com/in/sandeepgupta9']"
Ericsson Software Global IT Commercial Head,"['https://in.linkedin.com/in/kapil-boolchandani-9a5ab84', 'https://in.linkedin.com/in/kapilpjain', 'https://in.linkedin.com/in/ajay-kumar-agrawal-1ba4875', 'https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/siddharthgarud']"
Ericsson Software Global IT Services Procurement Head,"['https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/nitin-singhal-2409', 'https://in.linkedin.com/in/aditya-gupta-7992b89', 'https://in.linkedin.com/in/mandar-kulkarni-99685915', 'https://in.linkedin.com/in/arvind-prasher']"
Ericsson Software Global Indirect Procurement Head,"['https://in.linkedin.com/in/nitin-singhal-2409', 'https://in.linkedin.com/in/vishan-singh-shekhawat-96308b31', 'https://in.linkedin.com/in/devender-kumar-4105191a', 'https://in.linkedin.com/in/arvind-prasher']"
Ericsson Software Global Strategic Sourcing Head,"['https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/mandar-kulkarni-99685915', 'https://in.linkedin.com/in/vishan-singh-shekhawat-96308b31', 'https://in.linkedin.com/in/sumiran-srivastava-2325681b7']"
Ericsson Software Global Vendor Management Head,"['https://in.linkedin.com/in/sachin-sharma-55284422', 'https://in.linkedin.com/in/deep-shikha-garg-84a6139', 'https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/swati-malik-sharma-07b74a1b', 'https://in.linkedin.com/in/manish-madan-47488322']"
Ericsson Software Global Workforce Strategy Head,"['https://in.linkedin.com/in/rajesh-gupta-37981213', 'https://in.linkedin.com/in/kushanavalaha', 'https://in.linkedin.com/in/sanjay-nagpal-2613044', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/dheerajmodi']"
Ericsson Software Global Contigency Hiring Head,"['https://in.linkedin.com/in/ankuri-prasad-b11b6565', 'https://in.linkedin.com/in/selva-kumaran-kannaiyon-3b393353', 'https://in.linkedin.com/in/abhishek-dobhal-ba7478142', 'https://in.linkedin.com/in/kamini-kinra-b1b55a25', 'https://in.linkedin.com/in/ankita-tripathi-ta7b65']"
Ericsson Software Global Contractual Staffing Head,"['https://in.linkedin.com/in/harmeet-kaur-gupta', 'https://in.linkedin.com/in/sanjaymanidhar', 'https://in.linkedin.com/in/madhukar-anand-49204014', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/nitin-singhal-2409']"
Ericsson Software Global Staff Augmentation Head,"['https://in.linkedin.com/in/sharadsrivastava25', 'https://in.linkedin.com/in/pradeep-kumar-s-k-89b245', 'https://in.linkedin.com/in/dr-arup-kumar-das-phd-08529b6', 'https://in.linkedin.com/in/jalajbansal', 'https://in.linkedin.com/in/somnath-das-adhikari-b5776252']"
Ericsson Software Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/girish-hc-78885886', 'https://in.linkedin.com/in/reena-lau-ab969914', 'https://in.linkedin.com/in/manjunath-karanth-aaba2b37', 'https://in.linkedin.com/in/deepaksethi1', 'https://in.linkedin.com/in/sneha-vaishnav-644020139']"
Ericsson Software Global Shared Services Head,"['https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/abhayvaish', 'https://in.linkedin.com/in/danish-afroz-7360a8245', 'https://in.linkedin.com/in/abhay-y-deshmukh']"
Ericsson Software Global Chief Administrative Officer,"['https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/sanjay-nagpal-2613044']"
Ericsson Software Global Digital Transformation Head,"['https://in.linkedin.com/in/nandita-s-502935b7', 'https://in.linkedin.com/in/soumibasu', 'https://in.linkedin.com/in/kiranbhatia', 'https://in.linkedin.com/in/munishkumargupta', 'https://in.linkedin.com/in/amit-chugh-8316a716']"
Ericsson Software Global Enterprise IT Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/amit-manchanda-6533792', 'https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/vivek-khedkar-63591215']"
Ericsson Software Global IT Head,"['https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/karan-gandhi-69000453', 'https://in.linkedin.com/in/amit-manchanda-6533792', 'https://in.linkedin.com/in/tirthankar-chakraborty-a82948101']"
Ericsson Software Global Engineering Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/vikram-kamath-7927b115', 'https://in.linkedin.com/in/ayan-sen-5833676', 'https://in.linkedin.com/in/ravicha', 'https://in.linkedin.com/in/madhu-gopinatha-pillai-33244512']"
Ericsson Software Global Delivery Head,"['https://in.linkedin.com/in/pavan-arya-92021016', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/deepak-bhardwaj-202976a', 'https://in.linkedin.com/in/vijay-rudraraju-01b01b4', 'https://in.linkedin.com/in/rajan-saggar-9918019']"
Ericsson Software Global Program Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/amit-manchanda-6533792', 'https://in.linkedin.com/in/vinay-jain-55428926', 'https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/vyas']"
Ericsson Software Global Data Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/tirthankar-chakraborty-a82948101', 'https://in.linkedin.com/in/ranjan-sarkar-09a3ab15', 'https://in.linkedin.com/in/kavita-chahal-a2421158']"
Ericsson Software Global Data Centre Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/diksha-mittal-34443a269', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/tirthankar-chakraborty-a82948101', 'https://in.linkedin.com/in/arvind-gupta-45088a27']"
Ericsson Software Global Supply Chain Head,"['https://in.linkedin.com/in/balbir-singh-6483084', 'https://in.linkedin.com/in/arvind-madan', 'https://in.linkedin.com/in/railkar', 'https://in.linkedin.com/in/vivek-khedkar-63591215']"
Ericsson Software Global Supply Chain IT Head,"['https://in.linkedin.com/in/vivek-khedkar-63591215', 'https://in.linkedin.com/in/nitin-chopra-9775b0b', 'https://in.linkedin.com/in/balbir-singh-6483084', 'https://in.linkedin.com/in/railkar', 'https://in.linkedin.com/in/arvind-madan']"
Ericsson Software Global Testing Head,"['https://in.linkedin.com/in/ramanaths', 'https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/susanta-kumar-patra-0b307785', 'https://in.linkedin.com/in/sharadsrivastava25', 'https://in.linkedin.com/in/anup-sahu-80211440']"
Ericsson Software Global QA Head,"['https://in.linkedin.com/in/chaithanya-ravichandran-464147179', 'https://in.linkedin.com/in/vikas-chandra-48277498', 'https://in.linkedin.com/in/sumit-banerjee-329051b5', 'https://in.linkedin.com/in/md-khalid-bin-nasir', 'https://in.linkedin.com/in/mona-verma']"
Ericsson Software Global Automation Head,"['https://in.linkedin.com/in/mona-verma', 'https://in.linkedin.com/in/amit-chinche-28b64418', 'https://in.linkedin.com/in/sharadsrivastava25', 'https://in.linkedin.com/in/prasenjit-halder-44256756', 'https://in.linkedin.com/in/brij-mohan-kala-3864696']"
Ericsson Software Global MES Head,"['https://in.linkedin.com/in/asheeshv', 'https://in.linkedin.com/in/ranjeet-mishra-06b651235']"
Ericsson Software Global IDES Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/abhayvaish', 'https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/dr-arup-kumar-das-phd-08529b6']"
Ericsson Software Global PLM Head,"['https://in.linkedin.com/in/vivek-khedkar-63591215', 'https://in.linkedin.com/in/amit-saigal-6707444', 'https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/yash-nagpal-a1098158', 'https://in.linkedin.com/in/praveen-tomar-93a4a787']"
Ericsson Software Global Industry 4.0 Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/debjit-mookherjee-3297385', 'https://in.linkedin.com/in/nitinbansal70']"
Ericsson Software Global Cloud Head,[]
Ericsson Software Global IT Infra Head,"['https://in.linkedin.com/in/navneetdhir19', 'https://in.linkedin.com/in/diksha-mittal-34443a269', 'https://in.linkedin.com/in/narayanan-krishnarao-5523763', 'https://in.linkedin.com/in/amit-manchanda-6533792', 'https://in.linkedin.com/in/amitava-samanta-01286639']"
Ericsson Software Global ERP Head,"['https://in.linkedin.com/in/pavan-arya-92021016', 'https://in.linkedin.com/in/nileshbit', 'https://in.linkedin.com/in/soumibasu', 'https://in.linkedin.com/in/syedamanurrehman', 'https://in.linkedin.com/in/mandar-kulkarni-99685915']"
Ericsson Software Global SAP Head,"['https://in.linkedin.com/in/amitava-parui-13792631', 'https://in.linkedin.com/in/lotta-karlsson-boman-04abb68', 'https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/madhu-gopinatha-pillai-33244512', 'https://in.linkedin.com/in/nileshbit']"
Ericsson Software Global Database Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/tirthankar-chakraborty-a82948101', 'https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/ranjan-sarkar-09a3ab15', 'https://in.linkedin.com/in/arijit-sarkar-56384718']"
Ericsson Software Global Digital Workplace Head,"['https://in.linkedin.com/in/sanjay-nagpal-2613044', 'https://in.linkedin.com/in/soumibasu', 'https://in.linkedin.com/in/manish-madan-47488322', 'https://in.linkedin.com/in/nitinbansal70', 'https://in.linkedin.com/in/munishkumargupta']"
Ericsson Software Global ServiceNow Head,"['https://in.linkedin.com/in/sanjoy-sen-a08632a', 'https://in.linkedin.com/in/madhu-gopinatha-pillai-33244512', 'https://in.linkedin.com/in/jayant-jena-06883826b', 'https://in.linkedin.com/in/sanjay-kumar-sharma', 'https://in.linkedin.com/in/sreemanti-mazumder-50618aa8']"
Ericsson Software Global Cybersecurity Head,"['https://in.linkedin.com/in/munish-batta-092a675', 'https://in.linkedin.com/in/yoganandam-yoga-selvaraj-712a311a', 'https://in.linkedin.com/in/garima-gupta-6a3032a', 'https://in.linkedin.com/in/deep-joshi-3ba1604', 'https://in.linkedin.com/in/pushkala-menon-074a59189']"
Ericsson Software Global Customer Experience Head,"['https://in.linkedin.com/in/sandeep-yadav-4752a935', 'https://in.linkedin.com/in/vipin-kr-kaushik-288b4065', 'https://in.linkedin.com/in/manoj-sharma-45296915', 'https://in.linkedin.com/in/abhay-y-deshmukh', 'https://in.linkedin.com/in/nitinbansal70']"
Ericsson Software Global GenAI Head,"['https://in.linkedin.com/in/gaurav-karoliwal', 'https://in.linkedin.com/in/arijit-sarkar-56384718', 'https://in.linkedin.com/in/mona-verma']"
Ericsson Software Global Analytics Head,"['https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/ranjan-sarkar-09a3ab15', 'https://in.linkedin.com/in/brij-mohan-kala-3864696', 'https://in.linkedin.com/in/sunilvuppala', 'https://in.linkedin.com/in/rahul-acharya-b7247822']"
Ericsson Software Global Data Science Head,"['https://in.linkedin.com/in/thirumarane', 'https://in.linkedin.com/in/anupam-kumar-211b773', 'https://in.linkedin.com/in/sujoyrc', 'https://in.linkedin.com/in/vishal-singh-404b3116', 'https://in.linkedin.com/in/sunilvuppala']"
Ericsson Software Global RPA Head,"['https://in.linkedin.com/in/abhishek-kumar-800b62125', 'https://in.linkedin.com/in/ashish-gupta-6030861b', 'https://in.linkedin.com/in/isha-sharma-02b92640', 'https://in.linkedin.com/in/mohit-gupta-34857570', 'https://in.linkedin.com/in/amitesh-kumar-60a51a51']"
